"age","ageGroup","area","laborForce","employment","industry","barrier","empType","homeBased","informal","sequence","weight"
48,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.736142
25,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.736142
35,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.736142
19,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.736142
23,"15-24","Rural","Labor force","employed","Community, Social and Personal Services",NA,"Self employed","home based","formal","Rural-Labor force-employed-Community, Social and Personal Services-Self employed-home based-formal",0.736142
48,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",0.736142
25,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.736142
53,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",0.736142
34,"25-64","Rural","Labor force","employed","Agriculture",NA,"Paid","home based",NA,"Rural-Labor force-employed-Agriculture-Paid-home based",0.736142
62,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.136971
60,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.136971
17,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.136971
20,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.136971
31,"25-64","Rural","Labor force","unemployed",NA,NA,NA,NA,NA,"Rural-Labor force-unemployed",1.136971
55,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.136971
45,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.136971
30,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.136971
18,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.136971
32,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.136971
26,"25-64","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",1.136971
30,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.136971
28,"25-64","Rural","Labor force","employed","Others",NA,"Paid","home based","informal","Rural-Labor force-employed-Others-Paid-home based-informal",1.136971
21,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.908777
25,"25-64","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",0.908777
31,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.908777
46,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.908777
64,"25-64","Rural","Labor force","unemployed",NA,NA,NA,NA,NA,"Rural-Labor force-unemployed",0.908777
25,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.908777
20,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.908777
21,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.908777
32,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",0.908777
32,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",0.908777
53,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",0.908777
39,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.908777
20,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.908777
25,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","not home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-not home based",0.908777
22,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.908777
58,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.908777
34,"25-64","Rural","Labor force","employed","Agriculture",NA,"Paid","not home based",NA,"Rural-Labor force-employed-Agriculture-Paid-not home based",0.908777
41,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.908777
33,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",0.908777
39,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.908777
28,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.952253
21,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.952253
26,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.952253
40,"25-64","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",0.952253
21,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.952253
36,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.952253
39,"25-64","Rural","Labor force","unemployed",NA,NA,NA,NA,NA,"Rural-Labor force-unemployed",0.952253
59,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.952253
27,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.952253
30,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.952253
53,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.952253
27,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.952253
49,"25-64","Rural","Labor force","employed","Agriculture",NA,"Self employed","home based",NA,"Rural-Labor force-employed-Agriculture-Self employed-home based",0.952253
15,"15-24","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",0.952253
25,"25-64","Rural","Labor force","employed","Others",NA,"Paid","home based","informal","Rural-Labor force-employed-Others-Paid-home based-informal",0.952253
33,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.952253
35,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.952253
27,"25-64","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",0.952253
20,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.782654
59,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.782654
28,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.782654
23,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.782654
51,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.782654
17,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.782654
32,"25-64","Rural","Labor force","employed","Agriculture",NA,"Self employed","home based",NA,"Rural-Labor force-employed-Agriculture-Self employed-home based",0.782654
36,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.782654
40,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.782654
30,"25-64","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",0.782654
36,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.782654
16,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.782654
35,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.782654
48,"25-64","Rural","Not in labor force",NA,NA,"Male Colleagues",NA,NA,NA,"Rural-Not in labor force-Male Colleagues",0.782654
27,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.782654
15,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.782654
50,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.782654
16,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.782654
53,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.782654
26,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.328171
37,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.328171
26,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.328171
60,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.328171
35,"25-64","Rural","Labor force","employed","Others",NA,"Unpaid","not home based","formal","Rural-Labor force-employed-Others-Unpaid-not home based-formal",1.328171
42,"25-64","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",1.328171
47,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.328171
46,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.328171
15,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.328171
29,"25-64","Rural","Labor force","employed","Others",NA,"Paid","home based","informal","Rural-Labor force-employed-Others-Paid-home based-informal",1.328171
40,"25-64","Rural","Labor force","employed","Others",NA,"Paid","home based","informal","Rural-Labor force-employed-Others-Paid-home based-informal",1.328171
38,"25-64","Rural","Labor force","employed","Others",NA,"Self employed","not home based","formal","Rural-Labor force-employed-Others-Self employed-not home based-formal",1.328171
16,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.328171
17,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.328171
43,"25-64","Rural","Labor force","employed","Others",NA,"Self employed","home based","formal","Rural-Labor force-employed-Others-Self employed-home based-formal",1.328171
45,"25-64","Rural","Not in labor force",NA,NA,"Transport",NA,NA,NA,"Rural-Not in labor force-Transport",1.328171
35,"25-64","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",1.328171
27,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.328171
43,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.866957
32,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.866957
62,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.866957
43,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.866957
23,"15-24","Rural","Labor force","employed","Others",NA,"Paid","home based","informal","Rural-Labor force-employed-Others-Paid-home based-informal",0.866957
52,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.866957
26,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.866957
33,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.866957
24,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.866957
44,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.866957
17,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.866957
30,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.866957
46,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.866957
31,"25-64","Rural","Labor force","employed","Manufacturing",NA,"Paid","home based","formal","Rural-Labor force-employed-Manufacturing-Paid-home based-formal",0.866957
17,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.866957
21,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.866957
25,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.866957
51,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.866957
20,"15-24","Rural","Not in labor force",NA,NA,"Inadequate Promotion Opportunities",NA,NA,NA,"Rural-Not in labor force-Inadequate Promotion Opportunities",0.866957
26,"25-64","Urban","Labor force","employed","Others",NA,"Unpaid","home based","formal","Urban-Labor force-employed-Others-Unpaid-home based-formal",1.918467
36,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.918467
35,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.918467
20,"15-24","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.918467
23,"15-24","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.918467
21,"15-24","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.918467
53,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.918467
35,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.918467
30,"25-64","Urban","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Urban-Not in labor force-Domestic Work/Caring responsibilities",1.918467
35,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.918467
18,"15-24","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.918467
27,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.918467
36,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.918467
25,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.918467
54,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.918467
30,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.918467
25,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.430646
24,"15-24","Urban","Labor force","employed","Others",NA,"Unpaid","not home based","formal","Urban-Labor force-employed-Others-Unpaid-not home based-formal",1.430646
40,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.430646
35,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.430646
32,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.430646
